"","type","date","country","total_cases"
"2653","confirmed",2020-05-27,"US",18282
"2654","death",2020-05-27,"Australia",0
"2655","death",2020-05-27,"Belgium",30
"2656","death",2020-05-27,"China",0
"2657","death",2020-05-27,"Italy",117
"2658","death",2020-05-27,"Japan",7
"2659","death",2020-05-27,"Spain",0
"2660","death",2020-05-27,"US",1509
"2661","recovered",2020-05-27,"Australia",19
"2662","recovered",2020-05-27,"Belgium",145
"2663","recovered",2020-05-27,"China",9
"2664","recovered",2020-05-27,"Italy",2443
"2665","recovered",2020-05-27,"Japan",163
"2666","recovered",2020-05-27,"Spain",0
"2667","recovered",2020-05-27,"US",6606
"2668","confirmed",2020-05-28,"Australia",15
"2669","confirmed",2020-05-28,"Belgium",257
"2670","confirmed",2020-05-28,"China",0
"2671","confirmed",2020-05-28,"Italy",593
"2672","confirmed",2020-05-28,"Japan",70
"2673","confirmed",2020-05-28,"Spain",1647
"2674","confirmed",2020-05-28,"US",22815
"2675","death",2020-05-28,"Australia",0
"2676","death",2020-05-28,"Belgium",24
"2677","death",2020-05-28,"China",0
"2678","death",2020-05-28,"Italy",70
"2679","death",2020-05-28,"Japan",11
"2680","death",2020-05-28,"Spain",2
"2681","death",2020-05-28,"US",1182
"2682","recovered",2020-05-28,"Australia",-3
"2683","recovered",2020-05-28,"Belgium",107
"2684","recovered",2020-05-28,"China",4
"2685","recovered",2020-05-28,"Italy",3503
"2686","recovered",2020-05-28,"Japan",123
"2687","recovered",2020-05-28,"Spain",0
"2688","recovered",2020-05-28,"US",8483
"2689","confirmed",2020-05-29,"Australia",19
"2690","confirmed",2020-05-29,"Belgium",212
"2691","confirmed",2020-05-29,"China",17
"2692","confirmed",2020-05-29,"Italy",516
"2693","confirmed",2020-05-29,"Japan",75
"2694","confirmed",2020-05-29,"Spain",658
"2695","confirmed",2020-05-29,"US",24504
"2696","death",2020-05-29,"Australia",0
"2697","death",2020-05-29,"Belgium",42
"2698","death",2020-05-29,"China",0
"2699","death",2020-05-29,"Italy",87
"2700","death",2020-05-29,"Japan",6
"2701","death",2020-05-29,"Spain",2
"2702","death",2020-05-29,"US",1166
"2703","recovered",2020-05-29,"Australia",29
"2704","recovered",2020-05-29,"Belgium",110
"2705","recovered",2020-05-29,"China",11
"2706","recovered",2020-05-29,"Italy",2240
"2707","recovered",2020-05-29,"Japan",117
"2708","recovered",2020-05-29,"Spain",0
"2709","recovered",2020-05-29,"US",6455
"2710","confirmed",2020-05-30,"Australia",8
"2711","confirmed",2020-05-30,"Belgium",125
"2712","confirmed",2020-05-30,"China",5
"2713","confirmed",2020-05-30,"Italy",416
"2714","confirmed",2020-05-30,"Japan",43
"2715","confirmed",2020-05-30,"Spain",664
"2716","confirmed",2020-05-30,"US",24450
"2717","death",2020-05-30,"Australia",0
"2718","death",2020-05-30,"Belgium",23
"2719","death",2020-05-30,"China",0
"2720","death",2020-05-30,"Italy",111
"2721","death",2020-05-30,"Japan",7
"2722","death",2020-05-30,"Spain",4
"2723","death",2020-05-30,"US",969
"2724","recovered",2020-05-30,"Australia",9
"2725","recovered",2020-05-30,"Belgium",87
"2726","recovered",2020-05-30,"China",4
"2727","recovered",2020-05-30,"Italy",2789
"2728","recovered",2020-05-30,"Japan",54
"2729","recovered",2020-05-30,"Spain",0
"2730","recovered",2020-05-30,"US",10015
"2731","confirmed",2020-05-31,"Australia",10
"2732","confirmed",2020-05-31,"Belgium",195
"2733","confirmed",2020-05-31,"China",18
"2734","confirmed",2020-05-31,"Italy",333
"2735","confirmed",2020-05-31,"Japan",35
"2736","confirmed",2020-05-31,"Spain",251
"2737","confirmed",2020-05-31,"US",19910
"2738","death",2020-05-31,"Australia",0
"2739","death",2020-05-31,"Belgium",14
"2740","death",2020-05-31,"China",0
"2741","death",2020-05-31,"Italy",75
"2742","death",2020-05-31,"Japan",4
"2743","death",2020-05-31,"Spain",2
"2744","death",2020-05-31,"US",586
"2745","recovered",2020-05-31,"Australia",4
"2746","recovered",2020-05-31,"Belgium",118
"2747","recovered",2020-05-31,"China",3
"2748","recovered",2020-05-31,"Italy",1874
"2749","recovered",2020-05-31,"Japan",75
"2750","recovered",2020-05-31,"Spain",0
"2751","recovered",2020-05-31,"US",28297
"2752","confirmed",2020-06-01,"Australia",19
"2753","confirmed",2020-06-01,"Belgium",136
"2754","confirmed",2020-06-01,"China",8
"2755","confirmed",2020-06-01,"Italy",200
"2756","confirmed",2020-06-01,"Japan",36
"2757","confirmed",2020-06-01,"Spain",159
"2758","confirmed",2020-06-01,"US",17355
"2759","death",2020-06-01,"Australia",-1
"2760","death",2020-06-01,"Belgium",19
"2761","death",2020-06-01,"China",0
"2762","death",2020-06-01,"Italy",60
"2763","death",2020-06-01,"Japan",1
"2764","death",2020-06-01,"Spain",0
"2765","death",2020-06-01,"US",772
"2766","recovered",2020-06-01,"Australia",8
"2767","recovered",2020-06-01,"Belgium",32
"2768","recovered",2020-06-01,"China",9
"2769","recovered",2020-06-01,"Italy",848
"2770","recovered",2020-06-01,"Japan",121
"2771","recovered",2020-06-01,"Spain",0
"2772","recovered",2020-06-01,"US",13473
"2773","confirmed",2020-06-02,"Australia",8
"2774","confirmed",2020-06-02,"Belgium",98
"2775","confirmed",2020-06-02,"China",7
"2776","confirmed",2020-06-02,"Italy",318
"2777","confirmed",2020-06-02,"Japan",50
"2778","confirmed",2020-06-02,"Spain",294
"2779","confirmed",2020-06-02,"US",20895
"2780","death",2020-06-02,"Australia",0
"2781","death",2020-06-02,"Belgium",19
"2782","death",2020-06-02,"China",0
"2783","death",2020-06-02,"Italy",55
"2784","death",2020-06-02,"Japan",3
"2785","death",2020-06-02,"Spain",0
"2786","death",2020-06-02,"US",1033
"2787","recovered",2020-06-02,"Australia",10
"2788","recovered",2020-06-02,"Belgium",15
"2789","recovered",2020-06-02,"China",2
"2790","recovered",2020-06-02,"Italy",1737
"2791","recovered",2020-06-02,"Japan",122
"2792","recovered",2020-06-02,"Spain",0
"2793","recovered",2020-06-02,"US",5637
"2794","confirmed",2020-06-03,"Australia",11
"2795","confirmed",2020-06-03,"Belgium",70
"2796","confirmed",2020-06-03,"China",-1
"2797","confirmed",2020-06-03,"Italy",321
"2798","confirmed",2020-06-03,"Japan",30
"2799","confirmed",2020-06-03,"Spain",394
"2800","confirmed",2020-06-03,"US",19958
"2801","death",2020-06-03,"Australia",0
"2802","death",2020-06-03,"Belgium",17
"2803","death",2020-06-03,"China",0
"2804","death",2020-06-03,"Italy",71
"2805","death",2020-06-03,"Japan",3
"2806","death",2020-06-03,"Spain",1
"2807","death",2020-06-03,"US",990
"2808","recovered",2020-06-03,"Australia",12
"2809","recovered",2020-06-03,"Belgium",25
"2810","recovered",2020-06-03,"China",4
"2811","recovered",2020-06-03,"Italy",846
"2812","recovered",2020-06-03,"Japan",117
"2813","recovered",2020-06-03,"Spain",0
"2814","recovered",2020-06-03,"US",15390
"2815","confirmed",2020-06-04,"Australia",7
"2816","confirmed",2020-06-04,"Belgium",82
"2817","confirmed",2020-06-04,"China",11
"2818","confirmed",2020-06-04,"Italy",177
"2819","confirmed",2020-06-04,"Japan",44
"2820","confirmed",2020-06-04,"Spain",334
"2821","confirmed",2020-06-04,"US",21351
"2822","death",2020-06-04,"Australia",0
"2823","death",2020-06-04,"Belgium",26
"2824","death",2020-06-04,"China",0
"2825","death",2020-06-04,"Italy",88
"2826","death",2020-06-04,"Japan",6
"2827","death",2020-06-04,"Spain",5
"2828","death",2020-06-04,"US",1009
"2829","recovered",2020-06-04,"Australia",35
"2830","recovered",2020-06-04,"Belgium",89
"2831","recovered",2020-06-04,"China",11
"2832","recovered",2020-06-04,"Italy",957
"2833","recovered",2020-06-04,"Japan",83
"2834","recovered",2020-06-04,"Spain",0
"2835","recovered",2020-06-04,"US",5744
"2836","confirmed",2020-06-05,"Australia",5
"2837","confirmed",2020-06-05,"Belgium",140
"2838","confirmed",2020-06-05,"China",6
"2839","confirmed",2020-06-05,"Italy",518
"2840","confirmed",2020-06-05,"Japan",47
"2841","confirmed",2020-06-05,"Spain",318
"2842","confirmed",2020-06-05,"US",25224
"2843","death",2020-06-05,"Australia",0
"2844","death",2020-06-05,"Belgium",18
"2845","death",2020-06-05,"China",0
"2846","death",2020-06-05,"Italy",85
"2847","death",2020-06-05,"Japan",5
"2848","death",2020-06-05,"Spain",1
"2849","death",2020-06-05,"US",970
"2850","recovered",2020-06-05,"Australia",5
"2851","recovered",2020-06-05,"Belgium",64
"2852","recovered",2020-06-05,"China",5
"2853","recovered",2020-06-05,"Italy",1886
"2854","recovered",2020-06-05,"Japan",140
"2855","recovered",2020-06-05,"Spain",0
"2856","recovered",2020-06-05,"US",6704
"2857","confirmed",2020-06-06,"Australia",7
"2858","confirmed",2020-06-06,"Belgium",165
"2859","confirmed",2020-06-06,"China",9
"2860","confirmed",2020-06-06,"Italy",270
"2861","confirmed",2020-06-06,"Japan",42
"2862","confirmed",2020-06-06,"Spain",332
"2863","confirmed",2020-06-06,"US",22732
"2864","death",2020-06-06,"Australia",0
"2865","death",2020-06-06,"Belgium",14
"2866","death",2020-06-06,"China",0
"2867","death",2020-06-06,"Italy",72
"2868","death",2020-06-06,"Japan",-1
"2869","death",2020-06-06,"Spain",1
"2870","death",2020-06-06,"US",680
"2871","recovered",2020-06-06,"Australia",15
"2872","recovered",2020-06-06,"Belgium",78
"2873","recovered",2020-06-06,"China",4
"2874","recovered",2020-06-06,"Italy",1297
"2875","recovered",2020-06-06,"Japan",2
"2876","recovered",2020-06-06,"Spain",0
"2877","recovered",2020-06-06,"US",9143
"2878","confirmed",2020-06-07,"Australia",6
"2879","confirmed",2020-06-07,"Belgium",154
"2880","confirmed",2020-06-07,"China",5
"2881","confirmed",2020-06-07,"Italy",197
"2882","confirmed",2020-06-07,"Japan",39
"2883","confirmed",2020-06-07,"Spain",240
"2884","confirmed",2020-06-07,"US",17731
"2885","death",2020-06-07,"Australia",0
"2886","death",2020-06-07,"Belgium",15
"2887","death",2020-06-07,"China",0
"2888","death",2020-06-07,"Italy",53
"2889","death",2020-06-07,"Japan",2
"2890","death",2020-06-07,"Spain",1
"2891","death",2020-06-07,"US",451
"2892","recovered",2020-06-07,"Australia",3
"2893","recovered",2020-06-07,"Belgium",101
"2894","recovered",2020-06-07,"China",10
"2895","recovered",2020-06-07,"Italy",759
"2896","recovered",2020-06-07,"Japan",63
"2897","recovered",2020-06-07,"Spain",0
"2898","recovered",2020-06-07,"US",5518
"2899","confirmed",2020-06-08,"Australia",2
"2900","confirmed",2020-06-08,"Belgium",122
"2901","confirmed",2020-06-08,"China",4
"2902","confirmed",2020-06-08,"Italy",280
"2903","confirmed",2020-06-08,"Japan",21
"2904","confirmed",2020-06-08,"Spain",167
"2905","confirmed",2020-06-08,"US",17415
"2906","death",2020-06-08,"Australia",0
"2907","death",2020-06-08,"Belgium",11
"2908","death",2020-06-08,"China",0
"2909","death",2020-06-08,"Italy",65
"2910","death",2020-06-08,"Japan",3
"2911","death",2020-06-08,"Spain",0
"2912","death",2020-06-08,"US",505
"2913","recovered",2020-06-08,"Australia",14
"2914","recovered",2020-06-08,"Belgium",24
"2915","recovered",2020-06-08,"China",10
"2916","recovered",2020-06-08,"Italy",747
"2917","recovered",2020-06-08,"Japan",53
"2918","recovered",2020-06-08,"Spain",0
"2919","recovered",2020-06-08,"US",12155
"2920","confirmed",2020-06-09,"Australia",7
"2921","confirmed",2020-06-09,"Belgium",89
"2922","confirmed",2020-06-09,"China",3
"2923","confirmed",2020-06-09,"Italy",283
"2924","confirmed",2020-06-09,"Japan",51
"2925","confirmed",2020-06-09,"Spain",249
"2926","confirmed",2020-06-09,"US",18127
"2927","death",2020-06-09,"Australia",0
"2928","death",2020-06-09,"Belgium",13
"2929","death",2020-06-09,"China",0
"2930","death",2020-06-09,"Italy",79
"2931","death",2020-06-09,"Japan",0
"2932","death",2020-06-09,"Spain",0
"2933","death",2020-06-09,"US",940
"2934","recovered",2020-06-09,"Australia",20
"2935","recovered",2020-06-09,"Belgium",9
"2936","recovered",2020-06-09,"China",7
"2937","recovered",2020-06-09,"Italy",2062
"2938","recovered",2020-06-09,"Japan",98
"2939","recovered",2020-06-09,"Spain",0
"2940","recovered",2020-06-09,"US",6333
"2941","confirmed",2020-06-10,"Australia",11
"2942","confirmed",2020-06-10,"Belgium",132
"2943","confirmed",2020-06-10,"China",11
"2944","confirmed",2020-06-10,"Italy",202
"2945","confirmed",2020-06-10,"Japan",35
"2946","confirmed",2020-06-10,"Spain",314
"2947","confirmed",2020-06-10,"US",20794
"2948","death",2020-06-10,"Australia",0
"2949","death",2020-06-10,"Belgium",10
"2950","death",2020-06-10,"China",0
"2951","death",2020-06-10,"Italy",71
"2952","death",2020-06-10,"Japan",2
"2953","death",2020-06-10,"Spain",0
"2954","death",2020-06-10,"US",917
"2955","recovered",2020-06-10,"Australia",19
"2956","recovered",2020-06-10,"Belgium",68
"2957","recovered",2020-06-10,"China",5
"2958","recovered",2020-06-10,"Italy",1293
"2959","recovered",2020-06-10,"Japan",76
"2960","recovered",2020-06-10,"Spain",0
"2961","recovered",2020-06-10,"US",8649
"2962","confirmed",2020-06-11,"Australia",4
"2963","confirmed",2020-06-11,"Belgium",142
"2964","confirmed",2020-06-11,"China",7
"2965","confirmed",2020-06-11,"Italy",379
"2966","confirmed",2020-06-11,"Japan",41
"2967","confirmed",2020-06-11,"Spain",427
"2968","confirmed",2020-06-11,"US",22950
"2969","death",2020-06-11,"Australia",0
"2970","death",2020-06-11,"Belgium",7
"2971","death",2020-06-11,"China",0
"2972","death",2020-06-11,"Italy",53
"2973","death",2020-06-11,"Japan",0
"2974","death",2020-06-11,"Spain",0
"2975","death",2020-06-11,"US",881
"2976","recovered",2020-06-11,"Australia",23
"2977","recovered",2020-06-11,"Belgium",61
"2978","recovered",2020-06-11,"China",8
"2979","recovered",2020-06-11,"Italy",1399
"2980","recovered",2020-06-11,"Japan",16
"2981","recovered",2020-06-11,"Spain",0
"2982","recovered",2020-06-11,"US",6788
"2983","confirmed",2020-06-12,"Australia",5
"2984","confirmed",2020-06-12,"Belgium",108
"2985","confirmed",2020-06-12,"China",12
"2986","confirmed",2020-06-12,"Italy",163
"2987","confirmed",2020-06-12,"Japan",63
"2988","confirmed",2020-06-12,"Spain",502
"2989","confirmed",2020-06-12,"US",25330
"2990","death",2020-06-12,"Australia",0
"2991","death",2020-06-12,"Belgium",10
"2992","death",2020-06-12,"China",0
"2993","death",2020-06-12,"Italy",56
"2994","death",2020-06-12,"Japan",2
"2995","death",2020-06-12,"Spain",0
"2996","death",2020-06-12,"US",822
"2997","recovered",2020-06-12,"Australia",21
"2998","recovered",2020-06-12,"Belgium",45
"2999","recovered",2020-06-12,"China",8
"3000","recovered",2020-06-12,"Italy",1747
"3001","recovered",2020-06-12,"Japan",129
"3002","recovered",2020-06-12,"Spain",0
"3003","recovered",2020-06-12,"US",7094
"3004","confirmed",2020-06-13,"Australia",26
"3005","confirmed",2020-06-13,"Belgium",99
"3006","confirmed",2020-06-13,"China",58
"3007","confirmed",2020-06-13,"Italy",346
"3008","confirmed",2020-06-13,"Japan",43
"3009","confirmed",2020-06-13,"Spain",396
"3010","confirmed",2020-06-13,"US",25556
"3011","death",2020-06-13,"Australia",0
"3012","death",2020-06-13,"Belgium",4
"3013","death",2020-06-13,"China",0
"3014","death",2020-06-13,"Italy",78
"3015","death",2020-06-13,"Japan",3
"3016","death",2020-06-13,"Spain",0
"3017","death",2020-06-13,"US",750
"3018","recovered",2020-06-13,"Australia",35
"3019","recovered",2020-06-13,"Belgium",49
"3020","recovered",2020-06-13,"China",3
"3021","recovered",2020-06-13,"Italy",1780
"3022","recovered",2020-06-13,"Japan",96
"3023","recovered",2020-06-13,"Spain",0
"3024","recovered",2020-06-13,"US",9220
"3025","confirmed",2020-06-14,"Australia",15
"3026","confirmed",2020-06-14,"Belgium",111
"3027","confirmed",2020-06-14,"China",49
"3028","confirmed",2020-06-14,"Italy",338
"3029","confirmed",2020-06-14,"Japan",76
"3030","confirmed",2020-06-14,"Spain",323
"3031","confirmed",2020-06-14,"US",19824
"3032","death",2020-06-14,"Australia",0
"3033","death",2020-06-14,"Belgium",5
"3034","death",2020-06-14,"China",0
"3035","death",2020-06-14,"Italy",44
"3036","death",2020-06-14,"Japan",0
"3037","death",2020-06-14,"Spain",0
"3038","death",2020-06-14,"US",298
"3039","recovered",2020-06-14,"Australia",13
"3040","recovered",2020-06-14,"Belgium",42
"3041","recovered",2020-06-14,"China",7
"3042","recovered",2020-06-14,"Italy",1505
"3043","recovered",2020-06-14,"Japan",56
"3044","recovered",2020-06-14,"Spain",0
"3045","recovered",2020-06-14,"US",5210
"3046","confirmed",2020-06-15,"Australia",12
"3047","confirmed",2020-06-15,"Belgium",71
"3048","confirmed",2020-06-15,"China",43
"3049","confirmed",2020-06-15,"Italy",301
"3050","confirmed",2020-06-15,"Japan",70
"3051","confirmed",2020-06-15,"Spain",181
"3052","confirmed",2020-06-15,"US",19660
"3053","death",2020-06-15,"Australia",0
"3054","death",2020-06-15,"Belgium",6
"3055","death",2020-06-15,"China",0
"3056","death",2020-06-15,"Italy",26
"3057","death",2020-06-15,"Japan",2
"3058","death",2020-06-15,"Spain",0
"3059","death",2020-06-15,"US",391
"3060","recovered",2020-06-15,"Australia",5
"3061","recovered",2020-06-15,"Belgium",21
"3062","recovered",2020-06-15,"China",7
"3063","recovered",2020-06-15,"Italy",640
"3064","recovered",2020-06-15,"Japan",53
"3065","recovered",2020-06-15,"Spain",0
"3066","recovered",2020-06-15,"US",14518
"3067","confirmed",2020-06-16,"Australia",23
"3068","confirmed",2020-06-16,"Belgium",55
"3069","confirmed",2020-06-16,"China",44
"3070","confirmed",2020-06-16,"Italy",210
"3071","confirmed",2020-06-16,"Japan",45
"3072","confirmed",2020-06-16,"Spain",219
"3073","confirmed",2020-06-16,"US",23705
"3074","death",2020-06-16,"Australia",0
"3075","death",2020-06-16,"Belgium",2
"3076","death",2020-06-16,"China",0
"3077","death",2020-06-16,"Italy",34
"3078","death",2020-06-16,"Japan",5
"3079","death",2020-06-16,"Spain",0
"3080","death",2020-06-16,"US",839
"3081","recovered",2020-06-16,"Australia",5
"3082","recovered",2020-06-16,"Belgium",15
"3083","recovered",2020-06-16,"China",4
"3084","recovered",2020-06-16,"Italy",1516
"3085","recovered",2020-06-16,"Japan",85
"3086","recovered",2020-06-16,"Spain",0
"3087","recovered",2020-06-16,"US",7169
"3088","confirmed",2020-06-17,"Australia",21
"3089","confirmed",2020-06-17,"Belgium",89
"3090","confirmed",2020-06-17,"China",36
"3091","confirmed",2020-06-17,"Italy",328
"3092","confirmed",2020-06-17,"Japan",46
"3093","confirmed",2020-06-17,"Spain",355
"3094","confirmed",2020-06-17,"US",25559
"3095","death",2020-06-17,"Australia",0
"3096","death",2020-06-17,"Belgium",12
"3097","death",2020-06-17,"China",0
"3098","death",2020-06-17,"Italy",43
"3099","death",2020-06-17,"Japan",1
"3100","death",2020-06-17,"Spain",0
"3101","death",2020-06-17,"US",751
"3102","recovered",2020-06-17,"Australia",16
"3103","recovered",2020-06-17,"Belgium",59
"3104","recovered",2020-06-17,"China",17
"3105","recovered",2020-06-17,"Italy",929
"3106","recovered",2020-06-17,"Japan",101
"3107","recovered",2020-06-17,"Spain",0
"3108","recovered",2020-06-17,"US",8688
"3109","confirmed",2020-06-18,"Australia",18
"3110","confirmed",2020-06-18,"Belgium",104
"3111","confirmed",2020-06-18,"China",36
"3112","confirmed",2020-06-18,"Italy",331
"3113","confirmed",2020-06-18,"Japan",58
"3114","confirmed",2020-06-18,"Spain",585
"3115","confirmed",2020-06-18,"US",27809
"3116","death",2020-06-18,"Australia",0
"3117","death",2020-06-18,"Belgium",8
"3118","death",2020-06-18,"China",0
"3119","death",2020-06-18,"Italy",66
"3120","death",2020-06-18,"Japan",0
"3121","death",2020-06-18,"Spain",0
"3122","death",2020-06-18,"US",704
"3123","recovered",2020-06-18,"Australia",1
"3124","recovered",2020-06-18,"Belgium",40
"3125","recovered",2020-06-18,"China",5
"3126","recovered",2020-06-18,"Italy",1089
"3127","recovered",2020-06-18,"Japan",0
"3128","recovered",2020-06-18,"Spain",0
"3129","recovered",2020-06-18,"US",6924
"3130","confirmed",2020-06-19,"Australia",2
"3131","confirmed",2020-06-19,"Belgium",128
"3132","confirmed",2020-06-19,"China",0
"3133","confirmed",2020-06-19,"Italy",-148
"3134","confirmed",2020-06-19,"Japan",70
"3135","confirmed",2020-06-19,"Spain",307
"3136","confirmed",2020-06-19,"US",31480
"3137","death",2020-06-19,"Australia",0
"3138","death",2020-06-19,"Belgium",12
"3139","death",2020-06-19,"China",0
"3140","death",2020-06-19,"Italy",47
"3141","death",2020-06-19,"Japan",16
"3142","death",2020-06-19,"Spain",1179
"3143","death",2020-06-19,"US",672
"3144","recovered",2020-06-19,"Australia",3
"3145","recovered",2020-06-19,"Belgium",27
"3146","recovered",2020-06-19,"China",0
"3147","recovered",2020-06-19,"Italy",1363
"3148","recovered",2020-06-19,"Japan",91
"3149","recovered",2020-06-19,"Spain",0
"3150","recovered",2020-06-19,"US",7600
"3151","confirmed",2020-06-20,"Australia",50
"3152","confirmed",2020-06-20,"Belgium",74
"3153","confirmed",2020-06-20,"China",59
"3154","confirmed",2020-06-20,"Italy",264
"3155","confirmed",2020-06-20,"Japan",67
"3156","confirmed",2020-06-20,"Spain",363
"3157","confirmed",2020-06-20,"US",32749
"3158","death",2020-06-20,"Australia",0
"3159","death",2020-06-20,"Belgium",1
"3160","death",2020-06-20,"China",1
"3161","death",2020-06-20,"Italy",49
"3162","death",2020-06-20,"Japan",4
"3163","death",2020-06-20,"Spain",7
"3164","death",2020-06-20,"US",610
"3165","recovered",2020-06-20,"Australia",15
"3166","recovered",2020-06-20,"Belgium",20
"3167","recovered",2020-06-20,"China",19
"3168","recovered",2020-06-20,"Italy",546
"3169","recovered",2020-06-20,"Japan",104
"3170","recovered",2020-06-20,"Spain",0
"3171","recovered",2020-06-20,"US",10745
"3172","confirmed",2020-06-21,"Australia",13
"3173","confirmed",2020-06-21,"Belgium",0
"3174","confirmed",2020-06-21,"China",19
"3175","confirmed",2020-06-21,"Italy",224
"3176","confirmed",2020-06-21,"Japan",55
"3177","confirmed",2020-06-21,"Spain",334
"3178","confirmed",2020-06-21,"US",26439
"3179","death",2020-06-21,"Australia",0
"3180","death",2020-06-21,"Belgium",0
"3181","death",2020-06-21,"China",0
"3182","death",2020-06-21,"Italy",24
"3183","death",2020-06-21,"Japan",0
"3184","death",2020-06-21,"Spain",1
"3185","death",2020-06-21,"US",255
"3186","recovered",2020-06-21,"Australia",7
"3187","recovered",2020-06-21,"Belgium",0
"3188","recovered",2020-06-21,"China",1
"3189","recovered",2020-06-21,"Italy",440
"3190","recovered",2020-06-21,"Japan",0
"3191","recovered",2020-06-21,"Spain",0
"3192","recovered",2020-06-21,"US",4673
"3193","confirmed",2020-06-22,"Australia",18
"3194","confirmed",2020-06-22,"Belgium",0
"3195","confirmed",2020-06-22,"China",52
"3196","confirmed",2020-06-22,"Italy",221
"3197","confirmed",2020-06-22,"Japan",40
"3198","confirmed",2020-06-22,"Spain",232
"3199","confirmed",2020-06-22,"US",30536
"3200","death",2020-06-22,"Australia",0
"3201","death",2020-06-22,"Belgium",0
"3202","death",2020-06-22,"China",0
"3203","death",2020-06-22,"Italy",23
"3204","death",2020-06-22,"Japan",0
"3205","death",2020-06-22,"Spain",1
"3206","death",2020-06-22,"US",406
"3207","recovered",2020-06-22,"Australia",12
"3208","recovered",2020-06-22,"Belgium",0
"3209","recovered",2020-06-22,"China",12
"3210","recovered",2020-06-22,"Italy",533
"3211","recovered",2020-06-22,"Japan",9
"3212","recovered",2020-06-22,"Spain",0
"3213","recovered",2020-06-22,"US",18065
"3214","confirmed",2020-06-23,"Australia",29
"3215","confirmed",2020-06-23,"Belgium",260
"3216","confirmed",2020-06-23,"China",29
"3217","confirmed",2020-06-23,"Italy",113
"3218","confirmed",2020-06-23,"Japan",59
"3219","confirmed",2020-06-23,"Spain",248
"3220","confirmed",2020-06-23,"US",35188
"3221","death",2020-06-23,"Australia",1
"3222","death",2020-06-23,"Belgium",17
"3223","death",2020-06-23,"China",1
"3224","death",2020-06-23,"Italy",18
"3225","death",2020-06-23,"Japan",10
"3226","death",2020-06-23,"Spain",1
"3227","death",2020-06-23,"US",837
"3228","recovered",2020-06-23,"Australia",9
"3229","recovered",2020-06-23,"Belgium",0
"3230","recovered",2020-06-23,"China",8
"3231","recovered",2020-06-23,"Italy",1159
"3232","recovered",2020-06-23,"Japan",139
"3233","recovered",2020-06-23,"Spain",0
"3234","recovered",2020-06-23,"US",7350
"3235","confirmed",2020-06-24,"Australia",37
"3236","confirmed",2020-06-24,"Belgium",88
"3237","confirmed",2020-06-24,"China",20
"3238","confirmed",2020-06-24,"Italy",577
"3239","confirmed",2020-06-24,"Japan",84
"3240","confirmed",2020-06-24,"Spain",334
"3241","confirmed",2020-06-24,"US",34935
"3242","death",2020-06-24,"Australia",1
"3243","death",2020-06-24,"Belgium",9
"3244","death",2020-06-24,"China",0
"3245","death",2020-06-24,"Italy",-31
"3246","death",2020-06-24,"Japan",2
"3247","death",2020-06-24,"Spain",2
"3248","death",2020-06-24,"US",757
"3249","recovered",2020-06-24,"Australia",7
"3250","recovered",2020-06-24,"Belgium",0
"3251","recovered",2020-06-24,"China",7
"3252","recovered",2020-06-24,"Italy",1526
"3253","recovered",2020-06-24,"Japan",5
"3254","recovered",2020-06-24,"Spain",0
"3255","recovered",2020-06-24,"US",8613
"3256","confirmed",2020-06-25,"Australia",37
"3257","confirmed",2020-06-25,"Belgium",109
"3258","confirmed",2020-06-25,"China",28
"3259","confirmed",2020-06-25,"Italy",296
"3260","confirmed",2020-06-25,"Japan",92
"3261","confirmed",2020-06-25,"Spain",400
"3262","confirmed",2020-06-25,"US",39873
"3263","death",2020-06-25,"Australia",0
"3264","death",2020-06-25,"Belgium",4
"3265","death",2020-06-25,"China",1
"3266","death",2020-06-25,"Italy",34
"3267","death",2020-06-25,"Japan",4
"3268","death",2020-06-25,"Spain",3
"3269","death",2020-06-25,"US",2422
"3270","recovered",2020-06-25,"Australia",27
"3271","recovered",2020-06-25,"Belgium",119
"3272","recovered",2020-06-25,"China",10
"3273","recovered",2020-06-25,"Italy",614
"3274","recovered",2020-06-25,"Japan",41
"3275","recovered",2020-06-25,"Spain",0
"3276","recovered",2020-06-25,"US",7401
"3277","confirmed",2020-06-26,"Australia",6
"3278","confirmed",2020-06-26,"Belgium",99
"3279","confirmed",2020-06-26,"China",24
"3280","confirmed",2020-06-26,"Italy",255
"3281","confirmed",2020-06-26,"Japan",107
"3282","confirmed",2020-06-26,"Spain",419
"3283","confirmed",2020-06-26,"US",45255
"3284","death",2020-06-26,"Australia",0
"3285","death",2020-06-26,"Belgium",5
"3286","death",2020-06-26,"China",0
"3287","death",2020-06-26,"Italy",30
"3288","death",2020-06-26,"Japan",0
"3289","death",2020-06-26,"Spain",8
"3290","death",2020-06-26,"US",605
"3291","recovered",2020-06-26,"Australia",2
"3292","recovered",2020-06-26,"Belgium",28
"3293","recovered",2020-06-26,"China",8
"3294","recovered",2020-06-26,"Italy",890
"3295","recovered",2020-06-26,"Japan",82
"3296","recovered",2020-06-26,"Spain",0
"3297","recovered",2020-06-26,"US",7247
"3298","confirmed",2020-06-27,"Australia",85
"3299","confirmed",2020-06-27,"Belgium",103
"3300","confirmed",2020-06-27,"China",18
"3301","confirmed",2020-06-27,"Italy",175
"3302","confirmed",2020-06-27,"Japan",92
"3303","confirmed",2020-06-27,"Spain",564
"3304","confirmed",2020-06-27,"US",42705
"3305","death",2020-06-27,"Australia",0
"3306","death",2020-06-27,"Belgium",1
